0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.751	0.000	0.000	5.281	0.954	0.000	0.000	0.000	7.841	0.000	0.000	0.000	0.000	0.000	1.764	1.753	0.000	0.000	0.000	2.093	1.248	0.829	0.414	2.074	0.000	3.728	1.243	4.977	8.292	4.961	0.830	0.000	0.000	0.000	0.000	3.733	0.829	0.414	0.000	2.900	0.828	0.414	4.564	2.899	4.555	0.000	4.146	0.000	0.000	0.000	0.000	1.242	2.073	2.071	0.414	2.899	0.000	3.730	0.414	0.828	4.136	1.244	2.070	0.000	2.071	0.000	0.828	1.244	6.219	3.731	3.724	0.828	0.000	3.314	0.000	0.000	1.658	3.727	2.901	0.000	0.000	5.390	2.070	2.486	0.414	0.000	0.414	0.000	0.000	2.070	0.000	2.480	2.903	2.486	0.000	0.000	0.000	3.730	2.070	0.000	0.000	0.000	2.482	1.655	0.000	3.311	3.730	0.000	0.000	2.490	4.975	0.000	0.000	0.000	4.143	2.069	2.072	0.000	2.070	0.000	0.000	0.000	1.660	4.975	1.667	0.000	1.690	0.000	3.898	0.000	0.000	0.000	4.480	0.000	0.000	0.000	0.000	0.467	0.000	0.000	0.000	0.955	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.994	0.000	0.000	0.000	0.000	0.963	0.962	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15.152	0.000	6.585	3.472	1.286	1.271	0.000	0.000	0.000	0.000	0.000	2.486	0.414	1.242	0.000	0.000	3.724	0.000	1.657	0.000	5.795	4.555	4.975	6.211	0.829	5.804	4.555	0.414	1.243	2.071	5.387	0.000	4.144	0.000	5.387	0.000	0.829	0.000	0.827	2.901	2.487	0.000	0.000	10.356	0.000	4.143	0.829	2.072	0.000	2.900	2.897	3.311	3.730	0.414	1.658	0.000	2.484	0.000	6.625	1.245	3.307	0.000	2.488	3.731	3.313	3.314	0.000	2.073	0.000	0.000	0.000	1.657	4.969	0.000	0.414	0.000	4.146	4.553	0.831	2.070	2.899	4.561	8.692	5.374	1.245	1.657	0.000	0.000	0.414	5.809	2.070	0.414	0.000	3.317	0.000	3.313	3.725	3.320	0.414	0.000	0.000	1.657	0.828	3.311	1.656	3.728	0.000	0.414	0.000	3.310	2.074	6.628	0.000	0.000	0.839	0.424	0.000	0.000	0.000	4.002	0.000	0.000	0.000	0.000	0.000	0.000	3.744	0.000	0.000	5.703	3.846	0.000
0.000	0.000	0.000	0.000	6.516	0.000	9.027	0.000	0.000	0.000	0.000	3.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.000	0.000	0.000	5.963	1.363	0.000	0.000	0.000	9.735	6.556	6.042	1.702	1.262	0.000	2.492	2.488	0.000	0.000	0.828	1.655	0.000	2.487	0.000	0.828	0.415	1.242	1.659	2.074	0.000	2.486	0.000	0.000	1.655	4.141	2.073	0.000	0.000	0.000	0.000	1.244	0.000	1.244	3.313	0.000	1.654	0.414	2.897	1.244	0.000	4.971	0.000	0.000	2.481	0.000	0.000	2.487	0.000	2.486	0.000	0.000	2.897	2.072	1.656	2.900	0.829	3.722	0.000	0.000	4.141	2.901	0.000	3.309	0.415	0.000	2.900	0.414	0.415	1.242	0.000	4.559	0.000	4.559	4.553	0.000	1.244	4.137	2.902	5.383	0.000	0.414	0.000	0.000	0.000	7.034	0.000	0.828	0.000	0.000	0.829	0.414	3.318	0.000	1.243	4.553	0.830	0.414	6.631	0.000	0.415	1.656	4.973	3.315	0.827	0.829	0.000	0.000	0.414	0.000	1.657	0.000	0.000	0.000	0.000	0.836	0.000	2.133	0.000	0.000	0.000	3.118	0.000	5.435	0.000	4.132	0.000	0.000	0.000	0.000	0.000	0.000
9.023	0.000	0.000	0.000	3.024	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.494	0.000	0.000	0.000	0.000	0.000	0.000	5.668	4.688	0.000	0.000	0.000	0.000	2.252	0.000	0.000	1.319	0.000	0.000	4.228	0.000	0.000	0.000	0.000	0.000	0.414	4.549	0.415	0.000	4.561	0.413	1.243	0.000	0.000	1.244	0.000	0.000	0.000	2.902	0.000	1.660	3.321	6.653	5.399	0.415	2.911	0.000	4.580	8.333	2.495	14.975	9.992	7.484	4.151	7.887	8.725	5.802	0.000	0.828	0.000	0.000	0.000	0.000	1.656	4.557	0.000	0.000	0.000	0.000	0.000	4.143	4.971	4.149	2.481	0.000	0.000	0.000	3.314	0.000	0.000	5.804	4.144	0.000	3.722	7.460	0.000	7.048	0.000	0.414	0.000	0.415	1.656	2.484	0.000	5.390	4.549	4.557	0.000	4.146	0.000	0.000	6.211	4.969	1.244	0.414	3.314	0.000	10.365	2.895	0.000	2.901	2.484	2.900	0.000	0.000	0.828	7.871	0.000	0.000	2.489	0.000	2.902	2.903	6.625	0.000	1.244	5.379	4.143	2.483	3.725	0.000	1.245	6.216	0.416	5.455	0.425	0.000	1.306	0.000	2.224	0.000	0.000	1.366	0.000	0.000	0.000	2.355	0.000	4.769
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.420	0.000	0.487	0.000	5.778	0.000	1.418	3.763	0.000	0.000	1.372	0.000	0.000	0.000	0.443	0.000	0.868	0.427	3.371	0.000	2.911	4.559	4.971	2.071	1.658	2.897	0.000	4.146	7.457	4.557	0.000	0.000	6.221	2.483	4.146	4.988	5.828	10.000	17.119	15.449	17.069	7.522	9.579	22.491	14.184	18.844	10.021	18.797	28.381	15.462	20.067	10.008	22.148	13.350	14.595	13.356	7.072	1.658	4.559	4.553	1.658	0.000	3.311	0.829	6.216	4.574	11.241	11.647	4.990	6.656	0.000	6.224	5.797	0.414	0.829	0.000	4.139	2.487	0.000	1.242	5.379	0.000	0.000	0.000	0.415	5.387	3.314	0.829	1.656	0.000	3.731	0.000	2.896	0.414	2.899	0.000	2.901	3.318	2.487	0.828	0.000	0.000	0.000	4.555	2.901	2.902	1.653	2.900	3.727	1.658	4.557	4.562	5.797	1.658	3.313	4.559	0.000	5.792	1.657	2.484	0.414	0.000	2.483	0.000	0.000	0.830	3.725	2.487	2.896	0.828	0.829	0.414	1.658	0.000	0.832	0.000	0.000	0.000	2.611	0.000	0.000	0.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	5.994	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.605	0.000	0.000	0.000	0.000	0.000	0.839	0.000	6.224	1.243	0.000	2.075	0.000	3.736	0.000	2.489	9.575	9.563	6.232	4.576	8.313	0.000	15.853	20.042	7.516	16.681	10.838	10.425	20.008	16.250	11.241	19.608	4.585	12.917	8.344	12.944	31.341	32.595	15.475	17.090	17.962	10.447	13.779	15.436	8.772	12.098	9.170	4.564	1.240	2.075	2.483	0.000	0.000	9.996	20.017	7.923	19.600	11.701	14.149	15.019	0.418	11.288	3.335	2.081	13.721	5.394	4.983	0.000	2.901	7.034	3.313	5.807	0.000	6.642	0.000	3.730	4.561	0.414	0.000	1.656	1.243	0.000	0.000	0.000	6.214	4.559	4.141	0.000	0.828	2.072	2.071	1.656	3.727	3.310	2.070	2.489	2.070	6.620	0.000	1.658	2.897	0.828	0.000	0.000	0.000	0.415	3.728	1.244	0.414	0.830	0.414	4.561	0.000	0.000	0.000	0.829	0.414	6.631	2.483	1.244	0.000	3.727	2.900	0.830	1.246	0.835	5.057	0.000	0.000	2.636	0.000	0.000	0.000	0.000	2.301	0.000	0.000	0.000
0.000	1.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.969	0.000	0.487	4.352	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.000	7.175	0.000	10.172	0.000	1.288	2.112	1.255	2.909	1.656	0.831	14.102	20.790	7.072	7.509	11.672	18.742	19.175	17.119	4.177	19.591	9.193	15.423	18.379	17.522	9.182	20.842	8.344	19.624	22.955	10.829	13.356	17.471	11.259	20.833	20.851	14.981	20.468	21.721	15.449	21.339	14.620	16.264	16.694	18.781	17.962	4.599	12.938	7.509	12.048	0.000	4.553	1.658	4.967	6.234	9.587	21.250	8.757	15.442	6.661	23.382	8.333	11.662	14.589	17.507	9.607	10.824	10.838	14.155	12.510	14.571	2.491	3.734	1.663	4.141	0.000	2.070	4.973	3.314	4.562	0.827	1.241	0.000	3.727	5.385	4.555	0.830	2.070	2.487	0.000	6.636	0.414	7.034	1.660	2.067	0.000	2.484	0.827	2.072	0.000	0.000	0.000	0.830	4.557	3.728	0.000	2.070	0.415	7.031	0.000	0.000	0.414	1.656	0.829	0.000	0.000	2.070	4.975	6.623	4.144	3.728	3.318	0.829	0.000	0.000	2.484	2.901	1.244	1.665	0.000	4.254	0.000	0.000	3.982	0.000	2.703	3.643	3.217	0.000	0.469
0.000	9.059	0.000	6.543	0.502	1.001	0.000	0.000	0.000	0.000	5.437	5.363	0.000	0.000	8.696	0.478	0.000	1.408	0.000	0.920	0.000	0.000	0.000	0.000	0.000	0.436	0.000	2.110	0.000	10.412	8.319	17.069	10.838	20.851	12.495	19.616	8.754	15.013	21.268	15.013	10.838	15.860	12.093	20.017	16.708	15.038	12.109	15.006	18.349	23.760	20.868	16.311	14.196	12.505	12.088	10.842	14.190	23.382	19.183	10.013	15.827	17.947	18.333	15.038	7.491	20.050	14.620	20.434	19.649	20.868	28.750	3.756	7.086	4.153	0.000	3.747	6.669	16.250	20.025	15.410	15.019	23.372	12.922	12.500	13.767	20.434	17.551	15.423	14.994	12.500	22.945	13.744	9.603	12.901	26.283	27.546	18.295	19.191	4.583	2.074	2.908	4.146	4.561	2.072	0.000	0.000	2.071	0.000	1.656	0.829	4.141	4.983	0.827	0.414	3.731	0.829	0.000	4.977	3.727	2.484	0.000	3.733	3.320	0.413	4.148	1.243	0.000	0.829	7.036	4.973	4.139	2.071	0.000	0.829	0.829	11.189	3.727	0.000	5.392	0.000	2.901	4.559	2.073	1.243	0.414	0.000	0.000	0.829	0.000	0.000	2.075	0.000	2.514	0.000	0.430	3.058	0.000	4.458	0.000	0.000	0.000	0.000
0.000	1.508	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.000	0.000	0.000	0.460	1.369	0.000	0.448	0.000	0.000	0.000	3.414	11.373	17.184	16.284	10.430	5.419	8.344	24.197	14.565	13.779	20.868	11.278	13.356	11.691	20.459	10.421	13.739	15.417	6.675	16.277	15.430	14.202	10.847	18.379	10.443	15.423	6.245	25.073	17.932	28.345	9.167	18.805	14.602	11.686	17.529	10.008	6.258	18.349	15.462	11.676	7.933	15.840	20.851	12.098	21.694	13.350	7.506	0.416	17.954	17.076	8.344	25.459	14.583	15.025	20.877	24.614	9.178	12.083	10.425	10.017	11.255	24.604	12.109	19.992	18.734	23.343	10.000	17.932	9.603	16.715	16.722	17.500	7.917	12.927	10.838	15.860	9.599	18.356	12.495	8.728	5.807	4.559	2.900	2.071	0.000	1.656	0.414	0.828	0.830	1.242	1.244	1.241	0.000	2.073	0.000	0.414	0.000	0.000	0.414	3.317	1.657	0.414	2.068	2.487	4.553	3.314	3.733	2.070	0.000	0.000	4.144	2.489	2.900	2.484	1.241	0.000	0.414	0.414	3.731	3.311	4.146	2.899	1.243	3.315	3.315	0.000	3.734	0.415	0.836	0.000	0.000	0.000	0.000	0.000	8.112	0.000	0.000
0.000	11.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.768	3.895	0.000	4.794	0.000	0.000	0.000	0.000	5.023	0.000	0.000	0.000	0.878	1.298	14.925	18.526	4.604	11.255	17.090	14.620	4.996	7.506	23.343	17.500	10.434	7.927	17.500	24.594	12.083	14.608	16.681	12.927	8.358	16.284	6.689	31.289	7.107	10.417	4.601	12.104	2.083	15.449	10.842	11.259	8.765	8.765	11.255	15.025	8.750	15.847	15.880	16.688	3.339	10.421	23.780	17.090	23.790	16.257	19.649	26.722	11.667	12.104	4.589	9.587	5.423	7.095	21.694	15.847	14.559	28.858	15.468	22.926	17.969	6.258	20.050	15.000	10.865	8.779	11.264	1.249	10.829	10.425	15.814	9.182	5.833	13.306	9.583	13.744	10.870	15.372	7.503	16.681	10.000	12.083	12.088	21.303	15.417	9.559	1.660	0.415	2.900	0.000	8.288	1.656	7.051	3.727	2.900	0.828	2.896	0.828	0.000	2.897	0.000	0.000	1.242	0.000	4.967	0.829	4.141	2.487	4.562	0.828	0.000	0.000	0.000	3.313	0.000	0.000	0.000	1.655	2.902	3.727	0.000	0.000	0.000	1.242	2.073	0.414	4.146	2.486	0.000	2.899	0.000	2.492	0.000	1.683	2.999	0.000	0.000	0.000	1.352	0.000
